"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"1165",1165,9080,30,14.39,56.89,0.94,2.322,0.703,0,276,-2.92,-0.99,358,20.8,52,1023.4,0.499,4.12,14.76,0,52,2023-10-05 07:13:29
"1166",1166,7813,34,14.18,63.03,1.18,2.287,0.806,2,3572,3.85,1.37,359,20.8,53,1023.4,0.5,4.12,15.08,0,52,2023-10-05 07:13:30
"1167",1167,7176,36,14.01,66.41,1.34,2.26,0.86,0,276,-2.74,-1.06,359,20.8,53,1023.3,0.5,4.12,14.96,0,52,2023-10-05 07:13:31
"1168",1168,6974,35,13.36,62.22,1.23,2.154,0.804,2.01,3574,3.79,1.43,359,20.8,53,1023.3,0.5,4.12,15.28,0,52,2023-10-05 07:13:32
"1169",1169,6751,36,13.28,63.3,1.28,2.142,0.821,0,272,-3.23,-0.87,359,20.8,53,1023.3,0.5,4.12,15.16,0,52,2023-10-05 07:13:33
"1170",1170,7761,34,14.2,63.57,1.2,2.29,0.815,2.03,3574,3.67,1.62,359,20.8,53,1023.4,0.5,4.12,15.24,0,52,2023-10-05 07:13:34
"1171",1171,7662,34,14.02,62.76,1.19,2.261,0.804,0,276,-3.23,-0.93,359,20.8,53,1023.4,0.5,4.12,15.16,0,52,2023-10-05 07:13:35
"1172",1172,7839,33,14.12,62.36,1.16,2.277,0.796,2.01,3572,3.79,1.68,360,20.8,52,1023.4,0.5,4.12,15.32,0,52,2023-10-05 07:13:36
"1173",1173,8757,30,14.11,56.57,0.95,2.276,0.703,0,276,-2.67,-0.99,359,20.8,52,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:13:37
"1174",1174,8811,30,14.31,57.76,0.98,2.308,0.719,1.96,3572,4.1,1.49,358,20.8,52,1023.4,0.5,4.11,15.08,0,52,2023-10-05 07:13:38
"1175",1175,8995,31,15.04,62.23,1.08,2.425,0.781,0,275,-2.8,-0.93,359,20.8,52,1023.4,0.5,4.12,14.92,0,52,2023-10-05 07:13:39
"1176",1176,8093,33,14.37,62.65,1.15,2.317,0.798,1.99,3572,4.04,1.37,359,20.8,52,1023.4,0.5,4.11,14.84,0,52,2023-10-05 07:13:40
"1177",1177,8065,33,14.4,63.15,1.17,2.323,0.805,0,276,-2.86,-1.31,359,20.8,52,1023.4,0.5,4.12,14.96,0,52,2023-10-05 07:13:41
"1178",1178,8781,31,14.63,60.36,1.05,2.359,0.757,2,3574,3.67,1.55,358,20.8,52,1023.4,0.5,4.11,15.28,0,52,2023-10-05 07:13:42
"1179",1179,7994,32,13.84,59.08,1.06,2.233,0.748,0,275,-3.05,-0.93,359,20.8,52,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:13:43
"1180",1180,8543,31,14.24,58.79,1.02,2.297,0.737,1.97,3571,3.98,1.49,358,20.8,52,1023.4,0.5,4.11,15.2,0,52,2023-10-05 07:13:44
"1181",1181,8125,33,14.5,63.49,1.17,2.338,0.809,0,272,-2.92,-0.99,358,20.8,52,1023.4,0.5,4.12,14.8,0,52,2023-10-05 07:13:45
"1182",1182,7340,36,14.19,66.68,1.33,2.289,0.863,2.01,3572,4.48,1.62,359,20.8,52,1023.5,0.5,4.12,15.04,0,52,2023-10-05 07:13:46
"1183",1183,7723,35,14.63,67.5,1.32,2.36,0.87,0,279,-2.8,-0.99,359,20.8,52,1023.5,0.5,4.12,14.84,0,52,2023-10-05 07:13:47
"1184",1184,8049,34,14.91,67.5,1.29,2.405,0.867,2.01,3572,3.92,1.37,358,20.8,52,1023.5,0.499,4.12,15.32,0,52,2023-10-05 07:13:48
"1185",1185,9328,30,15.18,61.35,1.04,2.448,0.764,0,273,-2.98,-1.18,359,20.8,52,1023.4,0.499,4.12,15.24,0,52,2023-10-05 07:13:49
"1186",1186,9843,30,15.61,61.76,1.02,2.519,0.763,1.97,3570,4.1,1.31,358,20.8,52,1023.4,0.5,4.11,15.36,0,52,2023-10-05 07:13:50
"1187",1187,8744,33,15.39,66.62,1.22,2.482,0.847,0,272,-2.74,-0.87,359,20.8,53,1023.4,0.5,4.12,15.36,0,52,2023-10-05 07:13:51
"1188",1188,7666,35,14.62,67.84,1.33,2.358,0.876,1.97,3574,4.48,1.37,359,20.8,53,1023.4,0.5,4.11,15.44,0,52,2023-10-05 07:13:52
"1189",1189,8204,35,15.56,71.89,1.41,2.51,0.927,0,272,-3.73,-0.93,358,20.8,53,1023.4,0.5,4.12,15.36,0,52,2023-10-05 07:13:53
"1190",1190,9601,33,16.89,73.09,1.33,2.724,0.929,2,3574,4.73,1.55,359,20.8,53,1023.4,0.5,4.12,15.36,0,52,2023-10-05 07:13:54
"1191",1191,10416,31,17.18,70.25,1.21,2.77,0.878,0,276,-3.61,-1.31,356,20.8,53,1023.4,0.5,4.12,15,0,52,2023-10-05 07:13:55
"1192",1192,10335,32,17.79,75.53,1.35,2.869,0.955,2,3572,4.73,1.62,358,20.8,53,1023.4,0.5,4.12,15.2,0,52,2023-10-05 07:13:56
"1193",1193,9232,35,17.49,80.73,1.58,2.821,1.041,0,275,-3.23,-1.24,358,20.8,52,1023.4,0.5,4.12,14.68,0,52,2023-10-05 07:13:57
"1194",1194,7991,37,16.18,79.14,1.65,2.61,1.03,1.99,3572,4.04,1.93,359,20.8,52,1023.4,0.5,4.12,14.84,0,52,2023-10-05 07:13:58
"1195",1195,9001,33,15.9,69.04,1.26,2.564,0.878,0,273,-2.8,-1.06,359,20.8,52,1023.4,0.5,4.12,14.64,0,52,2023-10-05 07:13:59
"1196",1196,10290,28,15.28,57.05,0.89,2.464,0.689,2.01,3570,3.73,1.37,359,20.8,53,1023.4,0.5,4.12,14.84,0,52,2023-10-05 07:14:00
"1197",1197,9118,30,14.84,60.03,1.02,2.394,0.748,0,273,-3.17,-0.81,359,20.8,53,1023.5,0.5,4.12,14.88,0,52,2023-10-05 07:14:01
"1198",1198,8188,34,14.99,67.19,1.27,2.419,0.861,2,3572,3.98,1.43,358,20.8,53,1023.5,0.5,4.12,14.96,0,52,2023-10-05 07:14:02
"1199",1199,7833,35,14.75,67.72,1.32,2.379,0.872,0,276,-3.23,-1.55,359,20.8,52,1023.5,0.5,4.12,15,0,52,2023-10-05 07:14:03
"1200",1200,7797,36,15.06,70.66,1.41,2.429,0.914,2,3574,3.92,1.62,358,20.8,52,1023.3,0.5,4.11,15.2,0,52,2023-10-05 07:14:04
"1201",1201,8063,35,15.17,69.59,1.35,2.447,0.896,0,275,-3.05,-1.18,359,20.8,52,1023.3,0.5,4.12,15.12,0,52,2023-10-05 07:14:05
"1202",1202,8885,32,15.47,66.34,1.2,2.495,0.841,2.02,3576,4.41,1.37,358,20.8,52,1023.3,0.5,4.12,15.32,0,52,2023-10-05 07:14:06
"1203",1203,10328,29,16.24,63.76,1.05,2.62,0.786,0,276,-3.05,-1.12,359,20.8,52,1023.5,0.5,4.12,15.4,0,52,2023-10-05 07:14:07
"1204",1204,9894,30,16.14,65.42,1.11,2.604,0.815,1.98,3572,4.1,1.43,358,20.8,52,1023.5,0.499,4.12,15.36,0,52,2023-10-05 07:14:08
"1205",1205,8356,34,15.46,69.85,1.34,2.493,0.897,0,275,-3.42,-1.12,358,20.8,53,1023.5,0.5,4.12,15.2,0,52,2023-10-05 07:14:09
"1206",1206,8765,33,15.78,69.64,1.3,2.545,0.889,2,3572,4.04,1.62,358,20.8,53,1023.2,0.5,4.12,15.12,0,52,2023-10-05 07:14:10
"1207",1207,8786,33,15.75,69.3,1.29,2.541,0.884,0,279,-3.05,-1.24,359,20.8,53,1023.2,0.5,4.12,15.04,0,52,2023-10-05 07:14:11
"1208",1208,8521,33,15.34,67.72,1.26,2.474,0.865,2.01,3572,4.29,1.31,359,20.8,52,1023.2,0.5,4.12,15.04,0,52,2023-10-05 07:14:12
"1209",1209,9213,31,15.29,62.92,1.09,2.467,0.788,0,275,-3.17,-1.06,358,20.8,52,1023.6,0.5,4.12,15.04,0,52,2023-10-05 07:14:13
"1210",1210,8289,33,14.78,64.69,1.19,2.384,0.824,2,3572,4.1,1.18,359,20.8,52,1023.6,0.5,4.12,14.88,0,52,2023-10-05 07:14:14
"1211",1211,8387,33,14.81,64.31,1.18,2.389,0.818,0,277,-3.11,-1.06,359,20.8,52,1023.6,0.5,4.12,15,0,52,2023-10-05 07:14:15
"1212",1212,10202,29,15.59,59.66,0.95,2.514,0.728,1.98,3574,4.04,1.49,359,20.8,52,1023.5,0.5,4.12,15.04,0,52,2023-10-05 07:14:16
"1213",1213,8784,31,14.83,61.95,1.09,2.393,0.779,0,273,-2.86,-0.87,358,20.8,52,1023.5,0.499,4.12,14.92,0,53,2023-10-05 07:14:17
"1214",1214,7817,33,13.98,61.39,1.14,2.255,0.783,1.99,3575,4.04,1.43,358,20.8,52,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:14:18
"1215",1215,8393,32,14.71,63.47,1.15,2.373,0.806,0,273,-3.11,-1.06,359,20.8,52,1023.3,0.5,4.12,14.96,0,52,2023-10-05 07:14:19
"1216",1216,8670,32,15.18,65.39,1.19,2.448,0.83,2,3575,4.23,1.49,358,20.8,52,1023.3,0.5,4.1,15.2,0,52,2023-10-05 07:14:20
"1217",1217,9196,31,15.5,64.64,1.13,2.5,0.813,0,275,-3.3,-0.99,358,20.8,53,1023.3,0.5,4.12,15.28,0,52,2023-10-05 07:14:21
"1218",1218,7891,35,14.93,68.79,1.34,2.407,0.887,1.97,3572,3.79,1.24,358,20.8,53,1023.5,0.5,4.12,15.56,0,52,2023-10-05 07:14:22
"1219",1219,6698,38,14.06,70.96,1.53,2.268,0.927,0,276,-3.05,-0.99,359,20.8,53,1023.5,0.5,4.12,15.24,0,52,2023-10-05 07:14:23
"1220",1220,7551,35,14.53,67.97,1.35,2.343,0.878,2.01,3572,4.1,1.62,358,20.8,52,1023.5,0.5,4.11,15.36,0,52,2023-10-05 07:14:24
"1221",1221,8105,33,14.39,62.78,1.16,2.321,0.799,0,279,-3.05,-0.93,358,20.8,52,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:14:25
"1222",1222,7043,36,13.68,64.48,1.29,2.206,0.835,2.01,3571,3.98,1.62,359,20.8,52,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:14:26
"1223",1223,7319,35,13.92,64.46,1.27,2.245,0.832,0,273,-3.23,-1.24,359,20.8,53,1023.4,0.5,4.12,15.24,0,52,2023-10-05 07:14:27
"1224",1224,8959,30,14.65,59.5,1.01,2.363,0.742,2.01,3571,3.92,1.24,358,20.8,53,1023.5,0.5,4.12,14.96,0,52,2023-10-05 07:14:28
"1225",1225,9185,30,14.8,59.31,1,2.387,0.736,0,279,-3.23,-0.81,358,20.8,53,1023.5,0.5,4.12,15,0,52,2023-10-05 07:14:29
"1226",1226,7918,33,14.21,62.59,1.16,2.293,0.799,2.01,3574,4.1,1.24,358,20.8,53,1023.5,0.5,4.11,14.8,0,52,2023-10-05 07:14:30
"1227",1227,7258,35,13.91,64.86,1.28,2.244,0.838,0,275,-2.86,-0.99,358,20.8,53,1023.4,0.5,4.12,14.76,0,52,2023-10-05 07:14:31
"1228",1228,7435,34,13.84,62.9,1.21,2.232,0.808,2,3572,4.04,1.49,358,20.8,53,1023.4,0.5,4.12,15.24,0,52,2023-10-05 07:14:32
"1229",1229,7435,36,14.44,68.07,1.36,2.329,0.881,0,275,-2.98,-0.93,359,20.8,52,1023.4,0.5,4.12,15.04,0,52,2023-10-05 07:14:33
"1230",1230,7905,35,14.94,68.79,1.34,2.409,0.887,1.99,3572,4.23,1.43,358,20.8,52,1023.4,0.5,4.12,15.24,0,52,2023-10-05 07:14:34
"1231",1231,7694,37,15.31,73.76,1.51,2.47,0.958,0,276,-3.17,-1.18,359,20.8,52,1023.4,0.501,4.12,14.96,0,52,2023-10-05 07:14:35
"1232",1232,7351,40,16.1,84.26,1.89,2.596,1.104,2.01,3572,4.1,1.68,358,20.8,53,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:14:36
"1233",1233,7942,37,15.96,77.53,1.6,2.574,1.008,0,273,-3.11,-1.31,358,20.8,53,1023.3,0.5,4.12,15.28,0,52,2023-10-05 07:14:37
"1234",1234,8807,33,15.65,68.34,1.26,2.525,0.87,2.01,3574,4.79,1.55,359,20.8,53,1023.3,0.5,4.12,15.44,0,52,2023-10-05 07:14:38
"1235",1235,9403,32,16.17,68.58,1.22,2.608,0.867,0,275,-3.73,-0.99,358,20.8,53,1023.3,0.5,4.12,15.36,0,52,2023-10-05 07:14:39
"1236",1236,10533,31,17.53,72.26,1.25,2.827,0.906,2.01,3574,4.66,1.62,358,20.8,53,1023.5,0.5,4.12,15.4,0,52,2023-10-05 07:14:40
"1237",1237,11018,31,18.44,76.4,1.33,2.974,0.959,0,275,-3.61,-1.43,359,20.8,53,1023.5,0.5,4.12,15.4,0,52,2023-10-05 07:14:41
"1238",1238,10275,33,18.37,80.63,1.49,2.963,1.028,1.98,3568,4.23,1.68,358,20.8,52,1023.5,0.5,4.11,15.52,0,52,2023-10-05 07:14:42
"1239",1239,9276,34,16.98,76.08,1.44,2.739,0.975,0,275,-3.3,-1.31,359,20.8,52,1023.5,0.5,4.12,15.44,0,52,2023-10-05 07:14:43
"1240",1240,8867,33,15.62,67.66,1.24,2.519,0.86,2.01,3574,4.6,1.62,359,20.8,52,1023.5,0.499,4.12,15.24,0,52,2023-10-05 07:14:44
"1241",1241,8701,34,16.02,72.12,1.37,2.584,0.925,0,275,-3.3,-1.06,359,20.8,53,1023.5,0.5,4.12,15.16,0,52,2023-10-05 07:14:45
"1242",1242,8622,34,15.97,72.25,1.38,2.576,0.928,2.01,3572,3.85,1.43,358,20.8,53,1023.6,0.5,4.11,15.28,0,52,2023-10-05 07:14:46
"1243",1243,8088,35,15.32,70.7,1.38,2.471,0.911,0,275,-3.36,-1.12,359,20.8,53,1023.6,0.5,4.12,15.16,0,52,2023-10-05 07:14:47
"1244",1244,7540,37,15.3,74.97,1.56,2.468,0.976,1.98,3572,4.23,1.49,358,20.9,53,1023.6,0.5,4.12,15.2,0,52,2023-10-05 07:14:48
"1245",1245,7488,37,15.08,73.37,1.52,2.432,0.954,0,276,-3.42,-1.06,359,20.9,53,1023.6,0.5,4.12,15.16,0,52,2023-10-05 07:14:49
"1246",1246,7287,36,14.21,67.2,1.35,2.291,0.87,2,3572,3.98,1.55,359,20.9,53,1023.6,0.5,4.12,14.88,0,52,2023-10-05 07:14:50
"1247",1247,7593,35,14.29,65.59,1.27,2.305,0.845,0,271,-3.23,-1.06,359,20.8,52,1023.6,0.5,4.12,14.76,0,52,2023-10-05 07:14:51
"1248",1248,8201,35,15.62,72.42,1.42,2.519,0.935,2,3571,4.1,1.99,358,20.8,52,1023.4,0.5,4.11,14.96,0,52,2023-10-05 07:14:52
"1249",1249,8275,35,15.93,74.54,1.48,2.569,0.964,0,276,-3.36,-1.24,358,20.8,52,1023.4,0.499,4.12,14.8,0,52,2023-10-05 07:14:53
"1250",1250,8784,33,15.89,70.42,1.32,2.562,0.9,2,3572,4.23,1.55,359,20.8,52,1023.4,0.499,4.11,14.88,0,53,2023-10-05 07:14:54
"1251",1251,9020,33,15.96,69.43,1.27,2.575,0.883,0,276,-3.11,-0.87,359,20.8,52,1023.3,0.5,4.12,14.6,0,52,2023-10-05 07:14:55
"1252",1252,8060,36,15.66,73.85,1.48,2.525,0.956,1.98,3572,3.98,1.37,359,20.8,52,1023.3,0.5,4.12,14.8,0,52,2023-10-05 07:14:56
"1253",1253,7893,36,15.54,74.13,1.5,2.506,0.961,0,277,-3.3,-1.31,358,20.8,52,1023.3,0.5,4.12,15.12,0,52,2023-10-05 07:14:57
"1254",1254,9436,32,16.49,70.97,1.29,2.66,0.901,2,3572,4.41,1.68,358,20.8,52,1023.4,0.5,4.11,15.08,0,52,2023-10-05 07:14:58
"1255",1255,9499,32,16.56,71.1,1.29,2.671,0.902,0,273,-3.17,-0.93,358,20.8,52,1023.4,0.5,4.12,15.04,0,52,2023-10-05 07:14:59
"1256",1256,8704,33,15.47,67.5,1.24,2.494,0.86,2.01,3571,4.23,1.43,357,20.8,52,1023.4,0.5,4.12,15.36,0,53,2023-10-05 07:15:00
"1257",1257,9184,32,15.76,66.76,1.19,2.542,0.843,0,275,-3.23,-1.18,359,20.8,52,1023.3,0.5,4.12,15.36,0,52,2023-10-05 07:15:01
"1258",1258,8462,34,15.71,71.28,1.37,2.535,0.916,1.97,3572,4.23,1.68,358,20.8,52,1023.3,0.5,4.12,15.52,0,52,2023-10-05 07:15:02
"1259",1259,8497,33,14.97,64.87,1.19,2.415,0.825,0,276,-3.36,-1.06,358,20.8,52,1023.3,0.5,4.12,15.24,0,52,2023-10-05 07:15:03
"1260",1260,8563,32,14.71,62.32,1.11,2.372,0.787,2.02,3572,4.66,1.37,358,20.8,52,1023.5,0.5,4.11,15.32,0,52,2023-10-05 07:15:04
"1261",1261,7569,37,15.1,72.88,1.5,2.435,0.947,0,272,-3.48,-0.87,358,20.8,52,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:15:05
"1262",1262,8675,34,16.1,72.98,1.4,2.597,0.938,1.97,3572,4.35,1.49,358,20.8,53,1023.5,0.5,4.12,15.44,0,52,2023-10-05 07:15:06
"1263",1263,8000,36,15.6,73.83,1.48,2.516,0.956,0,275,-3.17,-1.12,358,20.8,53,1023.3,0.499,4.12,15.36,0,53,2023-10-05 07:15:07
"1264",1264,7002,38,14.55,72.77,1.55,2.347,0.949,1.98,3571,4.35,1.68,358,20.8,53,1023.3,0.5,4.11,15.2,0,52,2023-10-05 07:15:08
"1265",1265,7513,35,14.31,66.31,1.3,2.307,0.856,0,277,-2.98,-0.99,359,20.9,52,1023.3,0.5,4.12,15.2,0,52,2023-10-05 07:15:09
"1266",1266,8127,34,14.9,66.85,1.27,2.404,0.857,2,3571,3.98,1.49,358,20.9,52,1023.5,0.5,4.11,15.4,0,52,2023-10-05 07:15:10
"1267",1267,7993,35,15.16,70.01,1.37,2.445,0.903,0,273,-3.11,-0.99,358,20.9,52,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:15:11
"1268",1268,7151,37,14.53,71.23,1.49,2.343,0.927,2.02,3574,4.29,1.49,358,20.8,53,1023.5,0.5,4.11,15.36,0,52,2023-10-05 07:15:12
"1269",1269,8802,32,15.34,65.85,1.19,2.474,0.835,0,273,-3.23,-0.93,359,20.8,53,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:15:13
"1270",1270,9821,30,15.75,62.87,1.05,2.54,0.78,2.02,3572,4.35,1.49,357,20.8,53,1023.5,0.5,4.11,15.2,0,52,2023-10-05 07:15:14
"1271",1271,9354,31,15.7,65.2,1.14,2.532,0.819,0,275,-3.23,-0.87,358,20.8,52,1023.5,0.5,4.12,15.36,0,52,2023-10-05 07:15:15
"1272",1272,8957,33,16.08,70.79,1.32,2.593,0.904,2,3572,4.29,1.55,359,20.8,52,1023.3,0.5,4.12,15.56,0,52,2023-10-05 07:15:16
"1273",1273,8300,35,15.77,72.94,1.43,2.543,0.941,0,275,-3.36,-0.99,357,20.8,52,1023.3,0.499,4.12,15.32,0,53,2023-10-05 07:15:17
"1274",1274,8765,34,16.03,71.77,1.36,2.586,0.92,2.01,3572,4.66,1.49,357,20.8,53,1023.3,0.5,4.11,15.24,0,52,2023-10-05 07:15:18
"1275",1275,10029,31,16.7,68.87,1.19,2.693,0.863,0,275,-3.36,-1.18,359,20.8,53,1023.4,0.5,4.11,15,0,52,2023-10-05 07:15:19
"1276",1276,8799,34,16.34,74.08,1.42,2.635,0.952,1.98,3572,4.29,1.43,358,20.8,53,1023.4,0.5,4.12,15.36,0,52,2023-10-05 07:15:20
"1277",1277,8054,38,16.65,82.92,1.76,2.686,1.081,0,276,-3.23,-1.43,359,20.8,53,1023.4,0.5,4.12,15.12,0,53,2023-10-05 07:15:21
"1278",1278,8078,37,16.47,81.04,1.7,2.657,1.055,1.99,3571,4.6,1.8,358,20.8,53,1023.3,0.5,4.11,15.52,0,52,2023-10-05 07:15:22
"1279",1279,8438,35,16.08,74.55,1.47,2.593,0.962,0,275,-3.48,-1.37,359,20.8,53,1023.3,0.5,4.12,15.36,0,52,2023-10-05 07:15:23
"1280",1280,9877,32,17.19,73.7,1.33,2.773,0.934,1.97,3572,4.41,1.8,359,20.8,53,1023.3,0.5,4.11,15.36,0,52,2023-10-05 07:15:24
"1281",1281,10099,32,17.2,72.37,1.28,2.774,0.913,0,273,-3.3,-1.06,359,20.8,53,1023.5,0.5,4.12,15.48,0,52,2023-10-05 07:15:25
"1282",1282,9995,31,16.67,68.85,1.19,2.688,0.863,2.02,3572,4.23,1.55,359,20.8,53,1023.5,0.5,4.11,15.32,0,52,2023-10-05 07:15:26
"1283",1283,10510,29,16.16,62.22,1,2.607,0.761,0,277,-2.92,-1.24,359,20.8,52,1023.5,0.5,4.12,15.36,0,52,2023-10-05 07:15:27
"1284",1284,9915,30,15.86,63.16,1.05,2.558,0.783,1.97,3572,4.04,1.24,359,20.8,52,1023.5,0.5,4.11,15.4,0,52,2023-10-05 07:15:28
"1285",1285,9134,33,16.24,70.88,1.31,2.619,0.903,0,275,-2.98,-1.12,359,20.8,52,1023.5,0.5,4.12,15.28,0,52,2023-10-05 07:15:29
"1286",1286,8060,36,15.58,73.15,1.46,2.513,0.946,2,3574,4.17,1.62,359,20.9,53,1023.5,0.5,4.12,14.96,0,52,2023-10-05 07:15:30
"1287",1287,9098,32,15.8,67.61,1.22,2.549,0.857,0,275,-3.42,-0.99,359,20.9,53,1023.5,0.5,4.12,15.04,0,52,2023-10-05 07:15:31
"1288",1288,10673,29,16.33,62.56,1,2.633,0.764,2,3574,4.1,1.37,359,20.9,53,1023.5,0.5,4.12,14.96,0,52,2023-10-05 07:15:32
"1289",1289,9336,31,15.47,63.52,1.1,2.495,0.795,0,273,-2.92,-0.99,359,20.8,52,1023.5,0.501,4.12,14.84,0,52,2023-10-05 07:15:33
"1290",1290,8671,32,15.1,64.79,1.17,2.436,0.821,2,3572,3.85,1.87,358,20.8,52,1023.4,0.5,4.11,15.04,0,52,2023-10-05 07:15:34
"1291",1291,7918,35,14.93,68.59,1.33,2.408,0.884,0,275,-2.74,-1.06,359,20.8,52,1023.4,0.5,4.11,14.96,0,52,2023-10-05 07:15:35
"1292",1292,8359,34,15.44,69.7,1.33,2.49,0.895,1.96,3571,4.17,1.37,358,20.8,52,1023.4,0.5,4.11,15.08,0,52,2023-10-05 07:15:36
"1293",1293,9246,31,15.68,65.7,1.16,2.529,0.827,0,276,-2.92,-1.12,358,20.8,52,1023.5,0.501,4.12,14.96,0,52,2023-10-05 07:15:37
"1294",1294,8416,33,14.98,65.46,1.21,2.416,0.834,2,3574,4.29,1.74,359,20.8,52,1023.5,0.501,4.12,15,0,52,2023-10-05 07:15:38
"1295",1295,8198,33,14.72,64.82,1.21,2.374,0.827,0,275,-2.92,-0.93,358,20.8,52,1023.5,0.5,4.12,14.92,0,52,2023-10-05 07:15:39
"1296",1296,7832,34,14.5,65.57,1.25,2.338,0.842,2,3576,4.04,1.31,359,20.8,52,1023.5,0.5,4.11,14.96,0,52,2023-10-05 07:15:40
"1297",1297,7592,35,14.35,66.1,1.29,2.315,0.852,0,275,-3.3,-1.18,358,20.8,52,1023.5,0.501,4.12,14.84,0,52,2023-10-05 07:15:41
"1298",1298,7827,34,14.37,64.55,1.23,2.318,0.828,2,3575,4.41,1.49,358,20.8,53,1023.5,0.5,4.12,15.08,0,52,2023-10-05 07:15:42
"1299",1299,8289,34,15.11,67.41,1.27,2.437,0.863,0,276,-3.23,-1.18,359,20.8,53,1023.3,0.501,4.12,14.92,0,52,2023-10-05 07:15:43
"1300",1300,8500,34,15.73,71.11,1.36,2.537,0.913,1.99,3571,4.1,1.68,358,20.8,53,1023.3,0.5,4.11,14.92,0,52,2023-10-05 07:15:44
"1301",1301,8130,35,15.26,69.87,1.35,2.462,0.899,0,275,-3.17,-0.93,359,20.8,52,1023.3,0.5,4.12,14.88,0,52,2023-10-05 07:15:45
"1302",1302,7754,36,15.28,73,1.48,2.465,0.947,2,3572,4.17,1.43,359,20.8,52,1023.3,0.5,4.12,15.04,0,52,2023-10-05 07:15:46
"1303",1303,8209,35,15.67,72.82,1.43,2.528,0.94,0,275,-3.3,-1.18,359,20.8,52,1023.3,0.5,4.12,14.96,0,52,2023-10-05 07:15:47
"1304",1304,8909,32,15.25,64.47,1.15,2.46,0.814,1.96,3571,3.92,1.55,359,20.8,53,1023.3,0.501,4.11,14.84,0,52,2023-10-05 07:15:48
"1305",1305,8345,33,14.77,64.28,1.18,2.383,0.818,0,275,-3.11,-0.93,358,20.8,53,1023.3,0.5,4.12,15,0,52,2023-10-05 07:15:49
"1306",1306,7988,34,14.49,64.39,1.21,2.337,0.824,2,3574,4.1,1.43,358,20.8,53,1023.3,0.5,4.11,15.04,0,52,2023-10-05 07:15:50
"1307",1307,8555,33,15.02,64.86,1.18,2.422,0.824,0,277,-3.05,-1.31,359,20.8,53,1023.3,0.501,4.12,15.08,0,52,2023-10-05 07:15:51
"1308",1308,8089,35,15.32,70.65,1.38,2.47,0.911,1.99,3575,3.98,1.62,359,20.8,53,1023.5,0.5,4.11,15.08,0,52,2023-10-05 07:15:52
"1309",1309,7707,37,15.32,73.7,1.51,2.471,0.957,0,277,-3.36,-0.99,358,20.8,53,1023.5,0.5,4.12,15.2,0,52,2023-10-05 07:15:53
"1310",1310,8929,33,16.07,70.94,1.32,2.592,0.906,2.01,3575,4.29,1.55,359,20.8,52,1023.5,0.5,4.11,15.08,0,52,2023-10-05 07:15:54
"1311",1311,9328,32,16.25,69.7,1.26,2.621,0.884,0,273,-3.3,-0.87,358,20.8,52,1023.4,0.5,4.12,15,0,52,2023-10-05 07:15:55
"1312",1312,8608,34,16.05,73.02,1.41,2.588,0.939,1.97,3574,4.29,1.49,359,20.8,52,1023.4,0.5,4.12,15.08,0,52,2023-10-05 07:15:56
"1313",1313,8594,35,16.16,74.09,1.44,2.606,0.954,0,271,-3.36,-1.06,358,20.8,53,1023.4,0.5,4.12,14.84,0,52,2023-10-05 07:15:57
"1314",1314,8161,36,15.83,74.53,1.49,2.553,0.965,2.02,3572,4.6,1.74,359,20.8,53,1023.3,0.5,4.12,15.12,0,52,2023-10-05 07:15:58
"1315",1315,8060,36,15.73,74.5,1.5,2.537,0.965,0,273,-3.3,-1.37,359,20.8,53,1023.3,0.5,4.12,15,0,52,2023-10-05 07:15:59
"1316",1316,8321,34,15.46,70.14,1.35,2.493,0.901,2.02,3574,4.41,1.62,359,20.8,52,1023.3,0.5,4.11,15,0,52,2023-10-05 07:16:00
"1317",1317,8261,34,14.98,66.57,1.25,2.417,0.851,0,276,-3.05,-1.12,358,20.8,52,1023.4,0.5,4.12,14.8,0,52,2023-10-05 07:16:01
"1318",1318,8685,33,15.39,67.02,1.23,2.482,0.853,1.98,3572,4.1,1.62,358,20.8,52,1023.4,0.5,4.11,15.04,0,52,2023-10-05 07:16:02
"1319",1319,8300,33,14.96,66.14,1.23,2.413,0.845,0,277,-3.54,-1.43,359,20.8,52,1023.4,0.5,4.12,14.88,0,52,2023-10-05 07:16:03
"1320",1320,8125,34,14.89,66.75,1.27,2.402,0.856,2.01,3572,4.29,1.43,358,20.8,52,1023.5,0.499,4.11,14.96,0,52,2023-10-05 07:16:04
"1321",1321,8943,32,15.24,64.17,1.14,2.459,0.809,0,277,-2.8,-1.12,359,20.8,52,1023.5,0.5,4.12,14.92,0,52,2023-10-05 07:16:05
"1322",1322,9597,30,15.25,60.41,1,2.46,0.747,2.01,3574,4.66,1.55,358,20.8,53,1023.5,0.5,4.11,14.92,0,52,2023-10-05 07:16:06
